"Key","Section","Context","en","sq","Proofreader Notes"
"signInToAccess","signInToAccess","General UI text","Sign in to access dashboard","Kyçuni për të hyrë në panel",""
"signInToAccessDashboard","signInToAccessDashboard","General UI text","","Kyçuni për të aksesuar panelin",""
"signInToAccount","signInToAccount","General UI text","Sign in to your account","Sign in to your account",""
"signOut","signOut","General UI text","Sign Out","Dilni",""
"signUp","signUp","General UI text","Sign Up","Regjistrohuni",""
"signingIn","signingIn","Loading or progress text","Signing in...","Signing In...",""
"silver","silver","General UI text","Silver","Argjendtë",""
"sixHoursAgo","sixHoursAgo","General UI text","6 hours ago","6 orë më parë",""
"slovenia","slovenia","General UI text","Slovenia","Sllovenia",""
"small","small","General UI text","Small","I vogël",""
"sold","sold","General UI text","Sold","E Shitur",""
"sortBy","sortBy","General UI text","Sortirovat po","Rendit sipas",""
"sortByDistance","sortByDistance","General UI text","Po rasstoyaniyu","Rendit sipas Distancës",""
"sortByInventory","sortByInventory","General UI text","Po kolichestvu avto","Inventari",""
"sortByLabel","sortByLabel","Form label","Sortirovat po:","Rendit sipas:",""
"sortByRating","sortByRating","General UI text","Po reytingu","Rendit sipas Vlerësimit",""
"spain","spain","General UI text","Spain","Spain",""
"special","special","General UI text","One special character (!@#€%^&*)","",""
"specialRequests","specialRequests","General UI text","Special Requests","Keni ndonjë kërkesë të veçantë apo pyetje?",""
"specialtiesHeader","specialtiesHeader","Navigation text","Spetsializatsii","Specialitetet",""
"specialtyLabel","specialtyLabel","Form label","Specialty","Specialiteti",""
"specifications","specifications","General UI text","Specifications","Specifikimet",""
"sportsCars","sportsCars","General UI text","Sportivn cari","Makina Sportive",""
"stackTrace","stackTrace","General UI text","Stack trace:","",""
"standardsDescription","standardsDescription","Description text","My stremimsya sootvetstvovat ustanovleedm standartam i rekomendationm accessibilityi.","Ne përpiqemi të përmbushim standardet dhe udhëzimet e vendosura të aksesueshmërisë.",""
"standardsTitle","standardsTitle","Page or section title","Standarty accessibilityi","Standardet e Aksesueshmërisë",""
"standardsWeFollow","standardsWeFollow","General UI text","Standarty, kotorym my sleduem","Standardet që Ndjekim",""
"startBrowsing","startBrowsing","General UI text","Nachnite prosmatrivat nash inventar, to save ponravivshiesya cari na potom.","Filloni të shfletoni inventarin tonë për të ruajtur automjetet tuaja të preferuara për më vonë.",""
"startChat","startChat","General UI text","Nachat chat","Fillo bisedë",""
"startNewSearch","startNewSearch","General UI text","Start New Search","Fillo kërkim të ri",""
"startOver","startOver","General UI text","Start Over","",""
"state","state","General UI text","Region","Shteti",""
"stateLabel","stateLabel","Form label","Region","Shteti",""
"stateRegion","stateRegion","General UI text","Region/Oblast","State/Region",""
"stateRegionPlaceholder","stateRegionPlaceholder","Form placeholder text","Moskovsk oblast","Bavaria",""
"status","status","General UI text","Status","Gjendja",""
"step","step","General UI text","Shag","Hapi",""
"stepIndicator","stepIndicator","General UI text","Step {current} of {total}","Hapi {current} nga {total}",""
"stillNeedHelp","stillNeedHelp","Question or prompt","Still need help?","Ende Keni Nevojë për Ndihmë?",""
"stillNeedHelpDescription","stillNeedHelpDescription","Description text","Can\","Nuk gjeni atë që kërkoni? Ekipi ynë i mbështetjes është këtu për të ndihmuar.",""
"street","street","General UI text","Ulitsa","Potsdamer Platz 1",""
"streetAddress","streetAddress","General UI text","Street Address","Street Address",""
"streetAddressPlaceholder","streetAddressPlaceholder","Form placeholder text","Business Center St., 123","123 Business Street",""
"streetRequired","streetRequired","General UI text","Street address required","Street address is required",""
"strong","strong","General UI text","Strong","",""
"student","student","General UI text","Student","Student",""
"stuttgartLuxuryDescription","stuttgartLuxuryDescription","Description text","Avtorizovan dealer Mercedes-Benz i Porsche v Shtutgarte. Dom better notmetsk mashinostrniya.","Diler i autorizuar Mercedes-Benz dhe Porsche në Stuttgart. Shtëpia e inxhinierisë më të mirë gjermane.",""
"subject","subject","General UI text","Brief description of topic","Futni temën e mesazhit",""
"submit","submit","General UI text","Send","Parashtroni",""
"submitButton","submitButton","Button label","Send Message","Dërgo mesazhin",""
"submitForm","submitForm","General UI text","Otpravit formu","Dërgo Formën",""
"submitRequest","submitRequest","General UI text","Otpravit zapros","",""
"submittedOn","submittedOn","General UI text","Submitted on","Dërguar më",""
"subscribe","subscribe","General UI text","Subscribe","Abonohu",""
"subscribeNewsletter","subscribeNewsletter","General UI text","Subscribe to Newsletter","Abonohu në buletin",""
"subscribed","subscribed","Alert or exclamation","Successfully subscribed!","U abonuat me sukses!",""
"subtitle","subtitle","Page or section title","Browse our network of verified car dealers","Eksploroni sistemin tonë të dizajnit dhe komponentët UI",""
"successDescription","successDescription","Description text","Your message has been sent to the seller. They will contact you soon.","Aplikimi juaj për para-aprovim është dorëzuar. Ne do t\",""
"successMessage","successMessage","Success message","Your vehicle has been successfully listed!","Shpallja juaj u krijua me sukses!",""
"successTitle","successTitle","Page or section title","Message sent successfully!","Para-aprovimi u dorëzua me sukses!",""
"successfulTransactions","successfulTransactions","Success message","Successful Transactions","Transaksionet e Suksesshme",""
"suggestedBrands","suggestedBrands","General UI text","Suggested brands","Markat e sugjeruara",""
"suggestedModels","suggestedModels","General UI text","Suggested models","Modelet e sugjeruara",""
"sunday","sunday","General UI text","Sunday:","10:00 - 16:00",""
"sunroof","sunroof","General UI text","Sunroof","Çatia e Hapur",""
"support","support","General UI text","Technical Support","Mbështetja teknike",""
"supportAvailable","supportAvailable","General UI text","Support 24/7","Mbështetje 24/7",""
"supportCenter","supportCenter","General UI text","Support Center dealers","Qendra e mbështetjes së shitësve",""
"supportCenterDescription","supportCenterDescription","Description text","Kompleksn podderzhka dlya nashikh registeredn dealerskikh partnotrov.","Mbështetje gjithëpërfshirëse për partnerët tanë të regjistruar shitës.",""
"supportCenterText","supportCenterText","General UI text","Our specialized dealer support team will help you maximize success on CarMarket365. Get help with inventory management, customer inquiries, and platform features.","Ekipi ynë i përkushtuar i mbështetjes së dilerëve është këtu për t\",""
"supportChannels","supportChannels","General UI text","","Kanalet e mbështetjes",""
"supportChannelsDesc","supportChannelsDesc","Description text","","Mënyra të shumta për të marrë ndihmë kur ju nevojitet",""
"supportChannotls","supportChannotls","General UI text","Kanaly support","",""
"supportChannotlsDesc","supportChannotlsDesc","Description text","Neskolko sposobov by accessingit help, kogda ona vam nuzhna","",""
"supportEmail","supportEmail","General UI text","support@carmarket365.com","",""
"supportMessage","supportMessage","General UI text","Esli vy schitaete, chto eto oshibka, please, contact s our komandoy support.","Nëse mendoni se kjo është një gabim, ju lutemi na kontaktoni.",""
"supportPhoneNumber","supportPhoneNumber","General UI text","+49 (0) 30 12345678","",""
"suspendUser","suspendUser","General UI text","Suspend User","Pezullo Përdoruesin",""
"suspended","suspended","General UI text","Suspended","I pezulluar",""
"suspiciousUser","suspiciousUser","General UI text","Suspicious User","Përdorues i dyshimtë",""
"suv","suv","General UI text","SUV","SUV",""
"suvs","suvs","General UI text","Vnotdorozhniki","SUV",""
"switcherDescription","switcherDescription","Description text","Pereklyuchaytes mezhdu stranami dlya testirovaniya funktsii razdeleniya","Ndërroni midis vendeve për të testuar funksionalitetin e ndarjes",""
"switzerland","switzerland","General UI text","Switzerland","Switzerland",""
"systemStatus","systemStatus","General UI text","System Status: Online","Statusi i Sistemit: Online",""
"taxId","taxId","General UI text","Tax ID","Tax ID",""
"taxesVary","taxesVary","General UI text","Tax rates vary by location.","",""
"teamDescription","teamDescription","Description text","Passionate professionals dedicated to transforming the automotive industry","Profesionistë të pasionuar të dedikuar për transformimin e industrisë së automobilave",""
"teamSize","teamSize","General UI text","Team size","Madhësia e ekipit",""
"teamTitle","teamTitle","Page or section title","Preview s our komandoy","Takohuni me Ekipin Tonë",""
"tellUsAboutBusiness","tellUsAboutBusiness","General UI text","Tell us about your dealership or business","Tell us about your dealership or business",""
"termsAccepted","termsAccepted","General UI text","Usloviya prinyaty","Kushtet e Pranuara",""
"termsAndAgreements","termsAndAgreements","General UI text","Terms and Agreements","Terms and Agreements",""
"termsAndConditions","termsAndConditions","General UI text","Terms and Conditions","Kushtet e përdorimit",""
"termsDescription","termsDescription","Description text","By using CarMarket365, you agree to these terms and conditions.","Ju lutemi lexoni këto kushte me kujdes përpara përdorimit të platformës sonë.",""
"termsOfService","termsOfService","General UI text","Terms of Service","Kushtet e shërbimit",""
"testDrive","testDrive","General UI text","Test Drive","Provë drejtimi",""
"testDriveRequest","testDriveRequest","General UI text","Test Drive Request","Kërkesë për Test Ngasje",""
"text","text","General UI text","This is an estimated cost based on the provided information. Actual trade-in values may vary depending on dealer policies, current maket conditions, and physical inspection of the vehicle. We recommend obtaining quotes from multiple dealers for the most accurate assessment.","",""
"thirdRowSeating","thirdRowSeating","General UI text","","Ulëset e Radhës së Tretë",""
"thisIsPublicDisplayName","thisIsPublicDisplayName","General UI text","Eto vashe publichn otobrazhaem name.","Ky është emri juaj publik i shfaqur.",""
"thisMonth","thisMonth","General UI text","this month","këtë muaj",""
"thousandsOfListings","thousandsOfListings","General UI text","","Mijëra shpallje",""
"timeRequired","timeRequired","General UI text","Please select a preferred time","Ju lutem zgjidhni një orë të preferuar",""
"timing","timing","General UI text","Consider maket timing for your specific make and model","",""
"title","title","Page or section title","Sokhranotnn cari","Faqja nuk u gjet",""
"to","to","General UI text","to","deri",""
"today","today","General UI text","today","sot",""
"torque","torque","General UI text","Krutyashchiy moment","Momenti Rrotullues",""
"totalCost","totalCost","General UI text","Total Cost","Kosti Total",""
"totalDealers","totalDealers","General UI text","Vsego dealers","Totali i Dilerëve",""
"totalInterest","totalInterest","General UI text","Total Interest","Shuma Totale e Interesit",""
"totalInventory","totalInventory","General UI text","Obshchiy inventar","Inventari Total",""
"totalLoanAmount","totalLoanAmount","General UI text","Total Loan Amount","",""
"totalPaid","totalPaid","General UI text","Total Paid","",""
"totalPayment","totalPayment","General UI text","Total Payment","Shuma Totale e Pagesës",""
"totalRevenue","totalRevenue","General UI text","Total Revenue (this month)","Të Ardhurat Totale (Këtë Muaj)",""
"totalSales","totalSales","General UI text","Obshchie sellingng:","Shitjet totale:",""
"towPackage","towPackage","General UI text","","Paketa e Tërheqjes",""
"tradeInValue","tradeInValue","General UI text","Trade-in Value","Vlera e Shkëmbimit",""
"traditionalAutoLoan","traditionalAutoLoan","General UI text","Traditional Auto Loan","Kredi tradicionale automjeti",""
"transmission","transmission","General UI text","Transmission","Transmisioni",""
"transmissionRequired","transmissionRequired","General UI text","Transmission *","Transmisioni *",""
"transmissionTypes","transmissionTypes","General UI text","Transmission","Transmisioni",""
"transparency","transparency","General UI text","Transparency","Transparenca",""
"truck","truck","General UI text","Truck","Kamion",""
"trucks","trucks","General UI text","Trucks","Kamionë",""
"trustTransparency","trustTransparency","General UI text","Trust & Transparency","Besim dhe Transparencë",""
"trustTransparencyDesc","trustTransparencyDesc","Description text","We believe in honest pricing, clear communication, and building long-term relationships with our clients.","Ne besojmë në çmimin e ndershëm, komunikimin e qartë dhe ndërtimin e marrëdhënieve afatgjata me klientët tanë.",""
"trustedMarketplace","trustedMarketplace","General UI text","","Treg i besuar",""
"tryAdjustingFilters","tryAdjustingFilters","General UI text","Poprobuyte change kriterii search","Provoni të rregulloni kriteret e kërkimit",""
"tryAgain","tryAgain","General UI text","Try again","Provo përsëri",""
"tryAnotherEmail","tryAnotherEmail","General UI text","Try Another Email","",""
"tryDifferentCountry","tryDifferentCountry","General UI text","Poprobuyte pereklyuchitsya na another country s helpyu pereklyuchatelya vyshe.","Provoni të ndërroni në një vend tjetër duke përdorur ndërruesin më lart.",""
"tryDifferentFilters","tryDifferentFilters","General UI text","Try different filters","Provoni filtra të ndryshëm",""
"trySwitchingCountry","trySwitchingCountry","General UI text","Poprobuyte pereklyuchit country s helpyu pereklyuchatelya vyshe.","Provoni të ndryshoni vendin duke përdorur ndërruesin më sipër.",""
"twitter","twitter","General UI text","Twitter","",""
"twoHoursAgo","twoHoursAgo","General UI text","2 hours ago","2 orë më parë",""
"unauthorized","unauthorized","General UI text","You do not have permission to access this resource.","Nuk keni leje për të aksesuar këtë burim.",""
"under100k","under100k","General UI text","Under 100,000 km","Nën 100,000 kilometra",""
"under10k","under10k","General UI text","Under 10,000 km","Nën 10,000 kilometra",""
"under150k","under150k","General UI text","Under 150,000 km","Nën 150,000 kilometra",""
"under25k","under25k","General UI text","Under 25,000 km","Nën 25,000 kilometra",""
"under50k","under50k","General UI text","Under 50,000 km","Nën 50,000 kilometra",""
"under75k","under75k","General UI text","Under 75,000 km","Nën 75,000 kilometra",""
"underConstruction","underConstruction","General UI text","Under Construction","Në ndërtim",""
"underConstructionMessage","underConstructionMessage","General UI text","This page is under construction. We are working hard to create amazing features. Please come back later or continue exploring our main page.","Kjo faqe është aktualisht në ndërtim. Po punojmë fort për t\",""
"underReview","underReview","General UI text","Under Review","Në shqyrtim",""
"understandDataCollection","understandDataCollection","General UI text","You understand how we collect and use your data.","You understand how we collect and use your data.",""
"unemployed","unemployed","General UI text","Unemployed","I papunë",""
"unknown","unknown","General UI text","Unknown","E panjohur",""
"unknownMake","unknownMake","General UI text","Unknown Make","Markë e Panjohur",""
"unknownModel","unknownModel","General UI text","Unknown Model","Model i Panjohur",""
"updateProfile","updateProfile","General UI text","Update Profile","Përditësoni Profilin",""
"updateProfileDetails","updateProfileDetails","General UI text","Update your profile details","Përditëso detajet e profilit",""
"updated","updated","Alert or exclamation","Successfully updated!","U përditësua me sukses!",""
"uploadCarPhotos","uploadCarPhotos","General UI text","Upload Car Photos","Ngarko Foto të Makinës",""
"uploadPhotos","uploadPhotos","General UI text","Upload Photos","Ngarko Foto",""
"uploadPhotosDescription","uploadPhotosDescription","Description text","Add photos to make your listing more attractive","Shtoni foto për ta bërë reklamën tuaj më tërheqëse",""
"uploadVehiclePhotos","uploadVehiclePhotos","General UI text","Upload Vehicle Photos","Ngarkoni Fotot e Automjetit",""
"uppercase","uppercase","General UI text","One uppercase letter","",""
"usageData","usageData","General UI text","Usage Data","Të Dhënat e Përdorimit",""
"usbPorts","usbPorts","General UI text","USB Ports","Porta USB",""
"used","used","General UI text","","I përdorur",""
"usedCarLot","usedCarLot","General UI text","Used Car Lot","Used Car Lot",""
"user","user","General UI text","User","Përdoruesi",""
"userAccountSuspended","userAccountSuspended","General UI text","User account suspended","Llogaria e përdoruesit u pezullua",""
"userManagement","userManagement","General UI text","User Management","Menaxhimi i Përdoruesve",""
"userResponsibilities","userResponsibilities","General UI text","User Responsibilities","Përgjegjësitë e Përdoruesit",""
"userRights","userRights","General UI text","User Rights","Të Drejtat e Përdoruesit",""
"userType","userType","General UI text","I am","Unë jam",""
"validEmail","validEmail","General UI text","Pozhaluysta, enter validyy adres elektronnoy pochty","Ju lutemi shkruani një adresë email të vlefshme",""
"validEmailRequired","validEmailRequired","General UI text","Please enter a valid email address","Please enter a valid email address",""
"validVatNumber","validVatNumber","General UI text","Please enter a valid VAT number (e.g. US123456789)","Please enter a valid VAT number (e.g., DE123456789)",""
"validation","validation","General UI text","Please check your data and try again.","Ju lutemi kontrolloni të dhënat tuaja dhe provoni përsëri.",""
"valuesDescription","valuesDescription","Description text","These core principles guide everything we do and shape our company culture","Këto parime themelore udhëheqin gjithçka që bëjmë dhe formësojnë kulturën tonë të kompanisë",""
"valuesTitle","valuesTitle","Page or section title","Nashi pricesnotss","Vlerat Tona",""
"van","van","General UI text","Van","Furgonet",""
"variousButtonStyles","variousButtonStyles","Button label","Razlichn stili i razmery knopok s uluchshenn sostoyaniyami fokusa","Stile dhe madhësi të ndryshme butonash me gjendje të përmirësuara fokusi",""
"vatId","vatId","General UI text","NDS ID","ID e TVSH-së",""
"vatIdValue","vatIdValue","General UI text","DE123456789","DE123456789",""
"vatNumber","vatNumber","General UI text","NDS nomer","Numri TVSH",""
"vatNumberPlaceholder","vatNumberPlaceholder","Form placeholder text","US123456789","DE123456789",""
"vatNumberRequired","vatNumberRequired","General UI text","VAT number required","VAT number is required",""
"vehicle","vehicle","General UI text","Vehicle","Automjeti",""
"vehicleAdded","vehicleAdded","General UI text","Vehicle added to platform","",""
"vehicleDetails","vehicleDetails","General UI text","Vehicle Details","Detajet e Makinës",""
"vehicleHistory","vehicleHistory","General UI text","Vehicle History","",""
"vehicleInfo","vehicleInfo","General UI text","Vehicle Information","",""
"vehicleInformation","vehicleInformation","General UI text","","Informacioni i Automjetit",""
"vehicleInventory","vehicleInventory","General UI text","Vehicle Inventory","",""
"vehiclePhotos","vehiclePhotos","General UI text","Vehicle Photos","Fotot e automjetit",""
"vehiclePrice","vehiclePrice","General UI text","Vehicle Price","Çmimi i Makinës",""
"vehicleTitle","vehicleTitle","Page or section title","Vehicle Title","",""
"vehicleType","vehicleType","General UI text","Vehicle Type","Lloji i automjetit",""
"vehicleTypeQuestion","vehicleTypeQuestion","Question or prompt","What type of vehicle are you selling?","Çfarë lloj automjeti po shisni?",""
"vehiclesAvailable","vehiclesAvailable","General UI text","Available Vehicles","Automjete të disponueshme",""
"verified","verified","General UI text","Verified","",""
"verifiedCustomerReviews","verifiedCustomerReviews","General UI text","verified customer reviews","vlerësime të verifikuara nga klientët",""
"verifiedDealer","verifiedDealer","General UI text","Verified dealer","Shitës i verifikuar",""
"verifiedDealers","verifiedDealers","General UI text","Verified Dealers","Dilerë të Verifikuar",""
"verifiedPurchase","verifiedPurchase","General UI text","Verified purchase","Blerje e verifikuar",""
"verifiedSince","verifiedSince","General UI text","Verified since {year}","I verifikuar që nga {year}",""
"veryGood","veryGood","General UI text","Very Good","Shumë mirë",""
"view","view","General UI text","Details","Detajet",""
"viewAll","viewAll","General UI text","View All","Shiko të gjitha",""
"viewAllCars","viewAllCars","General UI text","View All Cars","Shiko Të Gjitha Automjetet",""
"viewAllDealerCars","viewAllDealerCars","General UI text","View All Dealer Cars","",""
"viewAllDealers","viewAllDealers","General UI text","View all dealers","Shiko të gjithë shitësit",""
"viewAnalytics","viewAnalytics","General UI text","View Analytics","Shiko analizat",""
"viewContact","viewContact","General UI text","View Contact","",""
"viewDealerProfile","viewDealerProfile","General UI text","View Dealer Profile","Shiko Profilin e Dilerit",""
"viewDetails","viewDetails","General UI text","Posmotret detali","Shiko Detajet",""
"viewFullInventory","viewFullInventory","General UI text","View full inventory","Shiko inventarin e plotë",""
"viewFullscreen","viewFullscreen","General UI text","View Fullscreen","",""
"viewInventory","viewInventory","General UI text","Posmotret inventar","Shiko Inventarin",""
"viewListing","viewListing","General UI text","Prosmotret listing","Shiko Shpalljen",""
"viewMore","viewMore","General UI text","Show more","Shiko më shumë",""
"viewMyListings","viewMyListings","General UI text","View My Listings","Shiko listat e mia",""
"viewProfile","viewProfile","General UI text","View Profile","Shiko Profilin",""
"viewProfilee","viewProfilee","General UI text","Posmotret profil","",""
"viewReports","viewReports","General UI text","View Reports","Shiko raportet",""
"viewResults","viewResults","General UI text","View Results","Shiko rezultatet",""
"viewing","viewing","General UI text","Viewing","shikimi",""
"views","views","General UI text","views","shikimet",""
"vin","vin","General UI text","VIN","Numri VIN",""
"visionContent","visionContent","General UI text","To become the world\","Të bëhemi tregu më i besueshëm i automobilave në botë, ku çdo transaksion ndërtohet mbi transparencë, cilësi dhe kënaqësi të klientëve.",""
"visionDescription","visionDescription","Description text","My predstavlyaem budushchee, gde buya ili sella car tak zhe prosta, kak notskolko klikov, s polnym doveriem k protsessu i rezultatu.","Ne imagjinojmë një të ardhme ku blerja ose shitja e një makine është aq e thjeshtë sa disa klikime, me besim të plotë në proces dhe rezultat.",""
"visionTitle","visionTitle","Page or section title","Nashe videnie","Vizioni Ynë",""
"visitWebsite","visitWebsite","General UI text","Visit website","Vizito faqen e internetit",""
"wagon","wagon","General UI text","Wagon","Karavan",""
"wantSellAsDealer","wantSellAsDealer","Question or prompt","Want to sell cars as a dealer?","Want to sell cars as a dealer?",""
"warranty","warranty","General UI text","Warranty","",""
"wcagDescription","wcagDescription","Description text","My stremimsya sootvetstvovat standartam rekomendatsiy po accessibilityi veb-kontenta (WCAG) 2.1 urovnya AA.","Ne synojmë të përmbushim standardet e Udhëzimeve të Aksesueshmërisë së Përmbajtjes Web (WCAG) 2.1 Niveli AA.",""
"wcagGuidelines","wcagGuidelines","General UI text","WCAG 2.1 Guidelines","Udhëzimet WCAG",""
"wcagGuidelinots","wcagGuidelinots","General UI text","Rekomendatsii WCAG","",""
"wcagTitle","wcagTitle","Page or section title","Sootvetstvie WCAG 2.1","Përputhshmëria WCAG 2.1",""
"weValueYourFeedback","weValueYourFeedback","General UI text","My pricesim vashi otzyvy","Ne Vlerësojmë Mendimin Tuaj",""
"weak","weak","General UI text","Weak","",""
"website","website","General UI text","Website","Faqja e internetit",""
"weekendHours","weekendHours","General UI text","Subbota: 9:00 - 17:00 EST","E shtunë: 9:00 - 17:00 EST",""
"welcome","welcome","General UI text","Welcome back","Mirë se erdhe përsëri",""
"welcomeBack","welcomeBack","General UI text","Welcome back","Mirë se erdhe përsëri",""
"wellMaintained","wellMaintained","General UI text","Well-maintained vehicle in excellent condition.","Automjet i mirëmbajtur në gjendje të shkëlqyer.",""
"whatAboutImages","whatAboutImages","Tab label","Chto s obrabotkoy izobrazheniy?","Çfarë me trajtimin e imazheve?",""
"whatAreNewFeatures","whatAreNewFeatures","Question or prompt","Kakie nov funktsii?","Cilat janë karakteristikat e reja?",""
"white","white","General UI text","White","E bardhë",""
"wirelessCharging","wirelessCharging","General UI text","","Karikimi pa Tela",""
"withDown","withDown","General UI text","months with down payment","",""
"withinRadius","withinRadius","General UI text","within radius","brenda rrethit",""
"workingImage","workingImage","General UI text","Rabochee izobrazhenie","Imazh Funksional",""
"year","year","General UI text","Year","Viti",""
"yearEstablished","yearEstablished","Tab label","Year Established","Year Established",""
"yearFrom","yearFrom","General UI text","Year From","Viti nga",""
"yearInvalid","yearInvalid","General UI text","Invalid year","Vit i pavlefshëm",""
"yearMax","yearMax","General UI text","Max Year","Viti maksimal",""
"yearMin","yearMin","General UI text","Min Year","Viti minimal",""
"yearNewestFirst","yearNewestFirst","General UI text","Year: Newest First","Viti: Më të rejat së pari",""
"yearOldestFirst","yearOldestFirst","General UI text","","Viti: Më të vjetrat së pari",""
"yearRange","yearRange","General UI text","Year Range","Spektri i viteve",""
"yearRequired","yearRequired","General UI text","God *","Viti *",""
"yearTo","yearTo","General UI text","","Viti deri",""
"years","years","General UI text","years","vite",""
"yearsAtJobRequired","yearsAtJobRequired","General UI text","Current job tenure is required","Vitet në punën aktuale janë të detyrueshme",""
"yearsExperience","yearsExperience","General UI text","Years Experience","Vite përvojë",""
"yearsInBusiness","yearsInBusiness","General UI text","Years in Business","Vjet në Biznes",""
"yellow","yellow","General UI text","Yellow","E verdhë",""
"yes","yes","General UI text","Yes","Po",""
"yourEmail","yourEmail","General UI text","your.email@example.com","email.juaj@shembull.com",""
"yourFullName","yourFullName","General UI text","Your full name","Emri juaj i plotë",""
"yourListing","yourListing","General UI text","Your listing","Listimi yt",""
"yourListings","yourListings","General UI text","Your Listings","Listat tuaja",""
"yourName","yourName","General UI text","Your Name","Emri juaj",""
"yourPhone","yourPhone","General UI text","Your Phone","",""
"yourPhoneNumber","yourPhoneNumber","General UI text","Your phone number","Numri juaj i telefonit",""
"yourVehicle","yourVehicle","General UI text","Your vehicle","Automjeti juaj",""
